Common name,Count,Year,Month,Day,Location,Month as a number
Autumn Meadowhawk,2,2012,Aug,8,Rayner's Pond,8
Frosted Whiteface,2,2012,Aug,8,Rayner's Pond,8
Dot-tailed Whiteface,1,2012,Aug,8,Rayner's Pond,8
Autumn Meadowhawk,2,2012,Aug,8,Rayner's Pond,8
Variable Darner,1,2012,Aug,8,Rayner's Pond,8
Damselfly,1,2012,Aug,8,Rayner's Pond,8
Variable Darner,1,2012,Aug,8,Rayner's Pond,8
Dot-tailed Whiteface,3,2012,Aug,8,Rayner's Pond,8
Damselfly,1,2012,Aug,8,Rayner's Pond,8
Variable Darner,1,2012,Aug,8,Rayner's Pond,8
Autumn Meadowhawk,1,2012,Aug,8,Rayner's Pond,8
Dot-tailed Whiteface,1,2012,Aug,8,Rayner's Pond,8
Damselfly,2,2012,Aug,8,Rayner's Pond,8
Frosted Whiteface,1,2012,Aug,8,Rayner's Pond,8
Variable Darner,1,2012,Aug,8,Rayner's Pond,8
Dot-tailed Whiteface,1,2012,Aug,8,Rayner's Pond,8
Damselfly,2,2012,Aug,8,Rayner's Pond,8
Canada Darner,1,2012,Aug,8,Rayner's Pond,8
Damselfly,1,2012,Aug,8,Rayner's Pond,8
Darner,1,2012,Aug,8,Rayner's Pond,8
Frosted Whiteface,1,2012,Aug,8,Rayner's Pond,8
Autumn Meadowhawk,1,2012,Aug,8,Rayner's Pond,8
Frosted Whiteface,1,2012,Aug,8,Rayner's Pond,8
Autumn Meadowhawk,2,2012,Aug,8,Rayner's Pond,8
Lance-tipped Darner,1,2012,Aug,8,Rayner's Pond,8
Frosted Whiteface,1,2012,Aug,8,Rayner's Pond,8
Canada Darner,1,2012,Aug,8,Rayner's Pond,8
Damselfly,1,2012,Aug,8,Rayner's Pond,8
Lance-tipped Darner,1,2012,Aug,8,Rayner's Pond,8
Frosted Whiteface,6,2012,Jul,30,Barachois Pond,7
Dot-tailed Whiteface,7,2012,Jul,30,Barachois Pond,7
Belted Whiteface,2,2012,Jul,30,Barachois Pond,7
Saffron-winged Meadowhawk,4,2012,Jul,30,Barachois Pond,7
Damselfly,3,2012,Jul,30,Barachois Pond,7
Frosted Whiteface,4,2012,Jul,30,Barachois Pond,7
Dot-tailed Whiteface,4,2012,Jul,30,Barachois Pond,7
Saffron-winged Meadowhawk,3,2012,Jul,30,Barachois Pond,7
Damselfly,12,2012,Jul,30,Barachois Pond,7
Belted Whiteface,1,2012,Jul,30,Barachois Pond,7
Damselfly,9,2012,Jul,30,Barachois Pond,7
Frosted Whiteface,5,2012,Jul,30,Barachois Pond,7
Dot-tailed Whiteface,3,2012,Jul,30,Barachois Pond,7
Damselfly,1,2012,Jul,30,Barachois Pond,7
Belted Whiteface,3,2012,Jul,30,Barachois Pond,7
Saffron-winged Meadowhawk,2,2012,Jul,30,Barachois Pond,7
Damselfly,8,2012,Jul,30,Barachois Pond,7
Frosted Whiteface,4,2012,Jul,30,Barachois Pond,7
Damselfly,2,2012,Jul,30,Barachois Pond,7
Damselfly,6,2012,Jul,30,Barachois Pond,7
Lance-tipped Darner,1,2012,Jul,30,Barachois Pond,7
Frosted Whiteface,14,2012,Jul,30,Barachois Pond,7
Dot-tailed Whiteface,3,2012,Jul,30,Barachois Pond,7
Autumn Meadowhawk,1,2012,Jul,30,Barachois Pond,7
Damselfly,4,2012,Jul,30,Barachois Pond,7
Dot-tailed Whiteface,3,2012,Jul,30,Barachois Pond,7
Damselfly,14,2012,Jul,30,Barachois Pond,7
Frosted Whiteface,9,2012,Jul,30,Barachois Pond,7
Dot-tailed Whiteface,1,2012,Jul,30,Barachois Pond,7
Damselfly,11,2012,Jul,30,Barachois Pond,7
Frosted Whiteface,2,2012,Jul,30,Barachois Pond,7
Dot-tailed Whiteface,2,2012,Jul,30,Barachois Pond,7
Saffron-winged Meadowhawk,2,2012,Jul,30,Barachois Pond,7
Damselfly,14,2012,Jul,30,Barachois Pond,7
Canada Darner,1,2012,Jul,30,Barachois Pond,7
Frosted Whiteface,2,2012,Jul,30,Barachois Pond,7
Saffron-winged Meadowhawk,1,2012,Jul,30,Barachois Pond,7
Band-winged Meadowhawk,5,2012,Jul,30,Barachois Pond,7
Damselfly,6,2012,Jul,30,Barachois Pond,7
Frosted Whiteface,4,2012,Jul,30,Barachois Pond,7
Dot-tailed Whiteface,1,2012,Jul,30,Barachois Pond,7
Saffron-winged Meadowhawk,11,2012,Jul,30,Barachois Pond,7
Autumn Meadowhawk,1,2012,Jul,30,Barachois Pond,7
Damselfly,6,2012,Jul,30,Barachois Pond,7
Lance-tipped Darner,1,2012,Jul,30,Barachois Pond,7
Frosted Whiteface,5,2012,Jul,30,Barachois Pond,7
Dot-tailed Whiteface,1,2012,Jul,30,Barachois Pond,7
Saffron-winged Meadowhawk,4,2012,Jul,30,Barachois Pond,7
Autumn Meadowhawk,3,2012,Jul,30,Barachois Pond,7
Damselfly,7,2012,Jul,30,Barachois Pond,7
Frosted Whiteface,2,2012,Jul,30,Barachois Pond,7
Saffron-winged Meadowhawk,1,2012,Jul,30,Barachois Pond,7
Damselfly,7,2012,Jul,30,Barachois Pond,7
Dot-tailed Whiteface,6,2012,Jul,30,Barachois Pond,7
Damselfly,13,2012,Jul,30,Barachois Pond,7
Frosted Whiteface,5,2012,Jul,30,Barachois Pond,7
Saffron-winged Meadowhawk,4,2012,Jul,30,Barachois Pond,7
Damselfly,16,2012,Jul,30,Barachois Pond,7
Variable Darner,3,2012,Jul,30,Barachois Pond,7
Frosted Whiteface,7,2012,Jul,30,Barachois Pond,7
Dot-tailed Whiteface,1,2012,Jul,30,Barachois Pond,7
Saffron-winged Meadowhawk,4,2012,Jul,30,Barachois Pond,7
Damselfly,11,2012,Jul,30,Barachois Pond,7
Frosted Whiteface,7,2012,Jul,30,Barachois Pond,7
Dot-tailed Whiteface,1,2012,Jul,30,Barachois Pond,7
Damselfly,7,2012,Jul,30,Barachois Pond,7
Lance-tipped Darner,1,2012,Jul,30,Barachois Pond,7
Frosted Whiteface,9,2012,Jul,30,Barachois Pond,7
Dot-tailed Whiteface,8,2012,Jul,30,Barachois Pond,7
Saffron-winged Meadowhawk,1,2012,Jul,30,Barachois Pond,7
Damselfly,15,2012,Jul,30,Barachois Pond,7
Frosted Whiteface,1,2012,Jul,30,Barachois Pond,7
Dot-tailed Whiteface,3,2012,Jul,30,Barachois Pond,7
Saffron-winged Meadowhawk,2,2012,Jul,30,Barachois Pond,7
Damselfly,2,2012,Jul,30,Barachois Pond,7
Frosted Whiteface,1,2012,Jul,30,Barachois Pond,7
Damselfly,2,2012,Jul,30,Barachois Pond,7
Damselfly,6,2012,Jul,30,Barachois Pond,7
Damselfly,5,2012,Jul,30,Barachois Pond,7
Damselfly,5,2012,Jul,30,Barachois Pond,7
Frosted Whiteface,3,2012,Jul,30,Barachois Pond,7
Dot-tailed Whiteface,1,2012,Jul,30,Barachois Pond,7
Damselfly,8,2012,Jul,30,Barachois Pond,7
Damselfly,1,2012,Jul,30,Barachois Pond,7
Frosted Whiteface,6,2012,Jul,30,Barachois Pond,7
Dot-tailed Whiteface,8,2012,Jul,30,Barachois Pond,7
Damselfly,2,2012,Jul,30,Barachois Pond,7
Dot-tailed Whiteface,2,2012,Jul,30,Barachois Pond,7
Damselfly,3,2012,Jul,30,Barachois Pond,7
Damselfly,7,2012,Jul,30,Barachois Pond,7
Dot-tailed Whiteface,3,2012,Jul,30,Barachois Pond,7
White-faced Meadowhawk,1,2012,Jul,30,Barachois Pond,7
Damselfly,6,2012,Jul,30,Barachois Pond,7
Frosted Whiteface,11,2012,Jul,30,Barachois Pond,7
Belted Whiteface,1,2012,Jul,30,Barachois Pond,7
Saffron-winged Meadowhawk,7,2012,Jul,30,Barachois Pond,7
Damselfly,8,2012,Jul,30,Barachois Pond,7
Frosted Whiteface,3,2012,Jul,30,Barachois Pond,7
Saffron-winged Meadowhawk,2,2012,Jul,30,Barachois Pond,7
Damselfly,6,2012,Jul,30,Barachois Pond,7
Frosted Whiteface,5,2012,Jul,30,Barachois Pond,7
Dot-tailed Whiteface,1,2012,Jul,30,Barachois Pond,7
Damselfly,9,2012,Jul,30,Barachois Pond,7
Frosted Whiteface,2,2012,Jul,30,Barachois Pond,7
Dot-tailed Whiteface,1,2012,Jul,30,Barachois Pond,7
Saffron-winged Meadowhawk,2,2012,Jul,30,Barachois Pond,7
Damselfly,4,2012,Jul,30,Barachois Pond,7
Dot-tailed Whiteface,1,2012,Jul,30,Barachois Pond,7
Damselfly,6,2012,Jul,30,Barachois Pond,7
Frosted Whiteface,2,2012,Jul,30,Barachois Pond,7
Dot-tailed Whiteface,3,2012,Jul,30,Barachois Pond,7
Saffron-winged Meadowhawk,4,2012,Jul,30,Barachois Pond,7
Damselfly,5,2012,Jul,30,Barachois Pond,7
Frosted Whiteface,7,2012,Jul,30,Barachois Pond,7
Dot-tailed Whiteface,1,2012,Jul,30,Barachois Pond,7
Damselfly,1,2012,Jul,30,Barachois Pond,7
Lance-tipped Darner,1,2012,Jul,30,Barachois Pond,7
Dot-tailed Whiteface,3,2012,Jul,30,Barachois Pond,7
Belted Whiteface,3,2012,Jul,30,Barachois Pond,7
Saffron-winged Meadowhawk,10,2012,Jul,30,Barachois Pond,7
Damselfly,5,2012,Jul,30,Barachois Pond,7
Frosted Whiteface,4,2012,Jul,30,Barachois Pond,7
Damselfly,12,2012,Jul,30,Barachois Pond,7
Lance-tipped Darner,1,2012,Jul,30,Harbour Road Pond,7
Band-winged Meadowhawk,1,2012,Jul,30,Harbour Road Pond,7
Variable Darner,1,2012,Jul,30,Harbour Road Pond,7
Variable Darner,2,2012,Jul,30,Harbour Road Pond,7
Variable Darner,3,2012,Jul,30,Harbour Road Pond,7
Dot-tailed Whiteface,1,2012,Jul,30,Harbour Road Pond,7
Darner,1,2012,Jul,30,Harbour Road Pond,7
Band-winged Meadowhawk,3,2012,Jul,30,Harbour Road Pond,7
Band-winged Meadowhawk,2,2012,Jul,30,Harbour Road Pond,7
Band-winged Meadowhawk,1,2012,Jul,30,Harbour Road Pond,7
Variable Darner,4,2012,Jul,30,Harbour Road Pond,7
Dot-tailed Whiteface,1,2012,Jul,30,Harbour Road Pond,7
Variable Darner,2,2012,Jul,30,Harbour Road Pond,7
Variable Darner,2,2012,Jul,30,Harbour Road Pond,7
Dot-tailed Whiteface,2,2012,Jul,30,Harbour Road Pond,7
Variable Darner,1,2012,Jul,30,Harbour Road Pond,7
Band-winged Meadowhawk,1,2012,Jul,30,Harbour Road Pond,7
Band-winged Meadowhawk,1,2012,Jul,30,Harbour Road Pond,7
Band-winged Meadowhawk,1,2012,Jul,30,Harbour Road Pond,7
Variable Darner,1,2012,Jul,30,Harbour Road Pond,7
Meadowhawk,1,2012,Jul,30,Harbour Road Pond,7
Autumn Meadowhawk,1,2012,Jul,30,Harbour Road Pond,7
Variable Darner,1,2012,Jul,30,Harbour Road Pond,7
Band-winged Meadowhawk,1,2012,Jul,30,Harbour Road Pond,7
Variable Darner,1,2012,Jul,30,Harbour Road Pond,7
Band-winged Meadowhawk,1,2012,Jul,30,Harbour Road Pond,7
Variable Darner,5,2012,Jul,30,Harbour Road Pond,7
Variable Darner,2,2012,Jul,30,Harbour Road Pond,7
NA,1,2012,Jul,30,Harbour Road Pond,7
NA,1,2012,Jul,30,Harbour Road Pond,7
Lance-tipped Darner,1,2012,Jul,30,Harbour Road Pond,7
Autumn Meadowhawk,1,2012,Jul,30,Harbour Road Pond,7
Canada Darner,1,2012,Jul,30,Harbour Road Pond,7
Variable Darner,3,2012,Jul,30,Harbour Road Pond,7
Variable Darner,1,2012,Jul,30,Harbour Road Pond,7
Variable Darner,3,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,1,2012,Jul,30,Nicholson Rd. Pond,7
Variable Darner,6,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,2,2012,Jul,30,Nicholson Rd. Pond,7
Variable Darner,2,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,1,2012,Jul,30,Nicholson Rd. Pond,7
Variable Darner,5,2012,Jul,30,Nicholson Rd. Pond,7
Autumn Meadowhawk,1,2012,Jul,30,Nicholson Rd. Pond,7
Variable Darner,8,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,1,2012,Jul,30,Nicholson Rd. Pond,7
Variable Darner,1,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,3,2012,Jul,30,Nicholson Rd. Pond,7
Variable Darner,1,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,1,2012,Jul,30,Nicholson Rd. Pond,7
Variable Darner,4,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,1,2012,Jul,30,Nicholson Rd. Pond,7
Variable Darner,1,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,4,2012,Jul,30,Nicholson Rd. Pond,7
Variable Darner,4,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,7,2012,Jul,30,Nicholson Rd. Pond,7
Variable Darner,5,2012,Jul,30,Nicholson Rd. Pond,7
Dot-tailed Whiteface,2,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,6,2012,Jul,30,Nicholson Rd. Pond,7
Variable Darner,1,2012,Jul,30,Nicholson Rd. Pond,7
Frosted Whiteface,1,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,7,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,8,2012,Jul,30,Nicholson Rd. Pond,7
Variable Darner,1,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,1,2012,Jul,30,Nicholson Rd. Pond,7
Variable Darner,1,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,3,2012,Jul,30,Nicholson Rd. Pond,7
Variable Darner,3,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,5,2012,Jul,30,Nicholson Rd. Pond,7
Dot-tailed Whiteface,1,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,4,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,7,2012,Jul,30,Nicholson Rd. Pond,7
Variable Darner,1,2012,Jul,30,Nicholson Rd. Pond,7
Dot-tailed Whiteface,3,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,8,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,3,2012,Jul,30,Nicholson Rd. Pond,7
Variable Darner,2,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,1,2012,Jul,30,Nicholson Rd. Pond,7
Variable Darner,3,2012,Jul,30,Nicholson Rd. Pond,7
Autumn Meadowhawk,1,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,4,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,3,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,1,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,1,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,4,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,6,2012,Jul,30,Nicholson Rd. Pond,7
Variable Darner,2,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,4,2012,Jul,30,Nicholson Rd. Pond,7
Dot-tailed Whiteface,1,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,5,2012,Jul,30,Nicholson Rd. Pond,7
Variable Darner,4,2012,Jul,30,Nicholson Rd. Pond,7
Dot-tailed Whiteface,1,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,2,2012,Jul,30,Nicholson Rd. Pond,7
Variable Darner,1,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,2,2012,Jul,30,Nicholson Rd. Pond,7
Variable Darner,1,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,1,2012,Jul,30,Nicholson Rd. Pond,7
Variable Darner,1,2012,Jul,30,Nicholson Rd. Pond,7
Four-spotted Skimmer,1,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,1,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,1,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,7,2012,Jul,30,Nicholson Rd. Pond,7
Damselfly,4,2012,Jul,30,Nicholson Rd. Pond,7
Variable Darner,1,2012,Jul,30,Pigots Pond,7
Variable Darner,1,2012,Jul,30,Pigots Pond,7
Autumn Meadowhawk,2,2012,Jul,30,Pigots Pond,7
Frosted Whiteface,1,2012,Jul,30,Pigots Pond,7
Dot-tailed Whiteface,1,2012,Jul,30,Pigots Pond,7
Saffron-winged Meadowhawk,1,2012,Jul,30,Pigots Pond,7
Frosted Whiteface,1,2012,Jul,30,Pigots Pond,7
Frosted Whiteface,2,2012,Jul,30,Pigots Pond,7
Four-spotted Skimmer,1,2012,Jul,30,Pigots Pond,7
Variable Darner,1,2012,Jul,30,Pigots Pond,7
Frosted Whiteface,2,2012,Jul,30,Pigots Pond,7
Variable Darner,1,2012,Jul,30,Pigots Pond,7
Frosted Whiteface,1,2012,Jul,30,Pigots Pond,7
Frosted Whiteface,2,2012,Jul,30,Pigots Pond,7
Dot-tailed Whiteface,3,2012,Jul,30,Pigots Pond,7
Autumn Meadowhawk,2,2012,Jul,30,Pigots Pond,7
Saffron-winged Meadowhawk,2,2012,Jul,30,Pigots Pond,7
Damselfly,1,2012,Jul,30,Pigots Pond,7
Dot-tailed Whiteface,1,2012,Jul,30,Pigots Pond,7
Variable Darner,1,2012,Jul,30,Pigots Pond,7
Damselfly,1,2012,Jul,30,Pigots Pond,7
Saffron-winged Meadowhawk,1,2012,Jul,30,Pigots Pond,7
Frosted Whiteface,1,2012,Jul,30,Pigots Pond,7
Autumn Meadowhawk,1,2012,Jul,30,Pigots Pond,7
Frosted Whiteface,5,2012,Jul,31,Bells Pond,7
Saffron-winged Meadowhawk,1,2012,Jul,31,Bells Pond,7
Dot-tailed Whiteface,1,2012,Jul,31,Bells Pond,7
White-faced Meadowhawk,13,2012,Jul,31,Bells Pond,7
Saffron-winged Meadowhawk,3,2012,Jul,31,Bells Pond,7
White-faced Meadowhawk,9,2012,Jul,31,Bells Pond,7
Damselfly,1,2012,Jul,31,Bells Pond,7
Frosted Whiteface,4,2012,Jul,31,Bells Pond,7
Dot-tailed Whiteface,1,2012,Jul,31,Bells Pond,7
Damselfly,3,2012,Jul,31,Bells Pond,7
Canada Darner,1,2012,Jul,31,Bells Pond,7
Variable Darner,1,2012,Jul,31,Bells Pond,7
Frosted Whiteface,2,2012,Jul,31,Bells Pond,7
Dot-tailed Whiteface,1,2012,Jul,31,Bells Pond,7
White-faced Meadowhawk,1,2012,Jul,31,Bells Pond,7
Variable Darner,1,2012,Jul,31,Bells Pond,7
Frosted Whiteface,2,2012,Jul,31,Bells Pond,7
Frosted Whiteface,2,2012,Jul,31,Bells Pond,7
Dot-tailed Whiteface,2,2012,Jul,31,Bells Pond,7
White-faced Meadowhawk,6,2012,Jul,31,Bells Pond,7
Frosted Whiteface,4,2012,Jul,31,Bells Pond,7
Belted Whiteface,1,2012,Jul,31,Bells Pond,7
Four-spotted Skimmer,1,2012,Jul,31,Bells Pond,7
White-faced Meadowhawk,2,2012,Jul,31,Bells Pond,7
Autumn Meadowhawk,1,2012,Jul,31,Bells Pond,7
Frosted Whiteface,1,2012,Jul,31,Bells Pond,7
White-faced Meadowhawk,3,2012,Jul,31,Bells Pond,7
Frosted Whiteface,1,2012,Jul,31,Bells Pond,7
Dot-tailed Whiteface,1,2012,Jul,31,Bells Pond,7
Damselfly,1,2012,Jul,31,Bells Pond,7
White-faced Meadowhawk,4,2012,Jul,31,Bells Pond,7
Damselfly,1,2012,Jul,31,Bells Pond,7
Variable Darner,1,2012,Jul,31,Bells Pond,7
Frosted Whiteface,1,2012,Jul,31,Bells Pond,7
Frosted Whiteface,1,2012,Jul,31,Bells Pond,7
Variable Darner,1,2012,Jul,31,Bells Pond,7
Frosted Whiteface,1,2012,Jul,31,Bells Pond,7
White-faced Meadowhawk,1,2012,Jul,31,Bells Pond,7
Autumn Meadowhawk,1,2012,Jul,31,Bells Pond,7
White-faced Meadowhawk,1,2012,Jul,31,Bells Pond,7
Frosted Whiteface,2,2012,Jul,31,Bells Pond,7
Damselfly,2,2012,Jul,31,Bells Pond,7
White-faced Meadowhawk,1,2012,Jul,31,Bells Pond,7
Frosted Whiteface,1,2012,Jul,31,Bells Pond,7
White-faced Meadowhawk,1,2012,Jul,31,Bells Pond,7
White-faced Meadowhawk,1,2012,Jul,31,Bells Pond,7
Damselfly,1,2012,Jul,31,Bells Pond,7
Variable Darner,1,2012,Jul,31,Bells Pond,7
Frosted Whiteface,1,2012,Jul,31,Bells Pond,7
Dot-tailed Whiteface,1,2012,Jul,31,Bells Pond,7
White-faced Meadowhawk,1,2012,Jul,31,Bells Pond,7
Dot-tailed Whiteface,1,2012,Jul,31,Bells Pond,7
Variable Darner,1,2012,Jul,31,Bells Pond,7
Frosted Whiteface,6,2012,Jul,31,Bells Pond,7
Frosted Whiteface,1,2012,Jul,31,Bells Pond,7
Autumn Meadowhawk,1,2012,Jul,31,Bells Pond,7
Dot-tailed Whiteface,1,2012,Jul,31,Bells Pond,7
Damselfly,1,2012,Jul,31,Bells Pond,7
Darner,1,2012,Jul,31,Bells Pond,7
Damselfly,3,2012,Jul,31,Bells Pond,7
Frosted Whiteface,1,2012,Jul,31,Bells Pond,7
Darner,1,2012,Jul,31,Bells Pond,7
Frosted Whiteface,6,2012,Jul,31,Bells Pond,7
Dot-tailed Whiteface,1,2012,Jul,31,Bells Pond,7
White-faced Meadowhawk,1,2012,Jul,31,Bells Pond,7
Autumn Meadowhawk,1,2012,Jul,31,Bells Pond,7
Damselfly,1,2012,Jul,31,Bells Pond,7
Frosted Whiteface,2,2012,Jul,31,Bells Pond,7
Saffron-winged Meadowhawk,4,2012,Jul,31,Bells Pond,7
Frosted Whiteface,2,2012,Jul,31,Bells Pond,7
Variable Darner,1,2012,Jul,31,John Archies Pond,7
Frosted Whiteface,3,2012,Jul,31,John Archies Pond,7
Dot-tailed Whiteface,2,2012,Jul,31,John Archies Pond,7
Frosted Whiteface,1,2012,Jul,31,John Archies Pond,7
Dot-tailed Whiteface,1,2012,Jul,31,John Archies Pond,7
Four-spotted Skimmer,2,2012,Jul,31,John Archies Pond,7
White-faced Meadowhawk,1,2012,Jul,31,John Archies Pond,7
Damselfly,2,2012,Jul,31,John Archies Pond,7
Variable Darner,2,2012,Jul,31,John Archies Pond,7
Saffron-winged Meadowhawk,5,2012,Jul,31,John Archies Pond,7
Frosted Whiteface,1,2012,Jul,31,John Archies Pond,7
Dot-tailed Whiteface,2,2012,Jul,31,John Archies Pond,7
White-faced Meadowhawk,1,2012,Jul,31,John Archies Pond,7
Damselfly,7,2012,Jul,31,John Archies Pond,7
Saffron-winged Meadowhawk,2,2012,Jul,31,John Archies Pond,7
Variable Darner,1,2012,Jul,31,John Archies Pond,7
Frosted Whiteface,2,2012,Jul,31,John Archies Pond,7
Damselfly,2,2012,Jul,31,John Archies Pond,7
Frosted Whiteface,1,2012,Jul,31,John Archies Pond,7
Damselfly,1,2012,Jul,31,John Archies Pond,7
Variable Darner,1,2012,Jul,31,John Archies Pond,7
Damselfly,3,2012,Jul,31,John Archies Pond,7
Variable Darner,1,2012,Jul,31,John Archies Pond,7
Darner,1,2012,Jul,31,John Archies Pond,7
Saffron-winged Meadowhawk,1,2012,Jul,31,John Archies Pond,7
Variable Darner,1,2012,Jul,31,John Archies Pond,7
Damselfly,1,2012,Jul,31,John Archies Pond,7
Variable Darner,3,2012,Jul,31,John Archies Pond,7
Variable Darner,1,2012,Jul,31,John Archies Pond,7
Damselfly,1,2012,Jul,31,John Archies Pond,7
Variable Darner,1,2012,Jul,31,John Archies Pond,7
Variable Darner,2,2012,Jul,31,John Archies Pond,7
Variable Darner,1,2012,Jul,31,John Archies Pond,7
Dot-tailed Whiteface,1,2012,Jul,31,John Archies Pond,7
Dot-tailed Whiteface,2,2012,Jul,31,John Archies Pond,7
Belted Whiteface,1,2012,Jul,31,John Archies Pond,7
Damselfly,1,2012,Jul,31,John Archies Pond,7
Frosted Whiteface,1,2012,Jul,31,John Archies Pond,7
Dot-tailed Whiteface,1,2012,Jul,31,John Archies Pond,7
Four-spotted Skimmer,1,2012,Jul,31,John Archies Pond,7
Damselfly,1,2012,Jul,31,John Archies Pond,7
Saffron-winged Meadowhawk,2,2012,Jul,31,John Archies Pond,7
Variable Darner,2,2012,Jul,31,John Archies Pond,7
Frosted Whiteface,3,2012,Jul,31,John Archies Pond,7
Damselfly,2,2012,Jul,31,John Archies Pond,7
Damselfly,4,2012,Jul,31,John Archies Pond,7
Variable Darner,1,2012,Jul,31,John Archies Pond,7
Damselfly,3,2012,Jul,31,John Archies Pond,7
Damselfly,1,2012,Jul,31,John Archies Pond,7
Damselfly,1,2012,Jul,31,John Archies Pond,7
Variable Darner,1,2012,Jul,31,John Archies Pond,7
Damselfly,5,2012,Jul,31,John Archies Pond,7
Variable Darner,2,2012,Jul,31,John Archies Pond,7
Dot-tailed Whiteface,1,2012,Jul,31,John Archies Pond,7
Saffron-winged Meadowhawk,1,2012,Jul,31,John Archies Pond,7
Variable Darner,6,2012,Jul,31,John Archies Pond,7
Damselfly,1,2012,Jul,31,John Archies Pond,7
Damselfly,3,2012,Jul,31,John Archies Pond,7
Variable Darner,1,2012,Jul,31,John Archies Pond,7
Darner,2,2012,Jul,31,John Archies Pond,7
Damselfly,5,2012,Jul,31,John Archies Pond,7
Variable Darner,1,2012,Jul,31,John Archies Pond,7
Variable Darner,1,2012,Jul,31,John Archies Pond,7
Dot-tailed Whiteface,1,2012,Jul,31,John Archies Pond,7
Damselfly,1,2012,Jul,31,John Archies Pond,7
Variable Darner,1,2012,Jul,31,John Archies Pond,7
Dot-tailed Whiteface,1,2012,Jul,31,John Archies Pond,7
Saffron-winged Meadowhawk,2,2012,Jul,31,John Archies Pond,7
Damselfly,1,2012,Jul,31,John Archies Pond,7
Dot-tailed Whiteface,1,2012,Jul,31,John Archies Pond,7
Damselfly,4,2012,Jul,31,John Archies Pond,7
Variable Darner,4,2012,Jul,31,John Archies Pond,7
Damselfly,7,2012,Jul,31,John Archies Pond,7
Variable Darner,1,2012,Jul,31,John Archies Pond,7
Damselfly,4,2012,Jul,31,John Archies Pond,7
Variable Darner,1,2012,Jul,31,John Archies Pond,7
Damselfly,1,2012,Jul,31,John Archies Pond,7
Damselfly,1,2012,Jul,31,John Archies Pond,7
Belted Whiteface,2,2012,Jul,31,Nail Pond - West,7
Belted Whiteface,1,2012,Jul,31,Nail Pond - West,7
Saffron-winged Meadowhawk,1,2012,Jul,31,Nail Pond - West,7
White-faced Meadowhawk,1,2012,Jul,31,Nail Pond - West,7
Band-winged Meadowhawk,1,2012,Jul,31,Nail Pond - West,7
Lance-tipped Darner,1,2012,Jul,31,Nail Pond - West,7
Dot-tailed Whiteface,1,2012,Jul,31,Nail Pond - West,7
Damselfly,1,2012,Jul,31,Nail Pond - West,7
Lance-tipped Darner,1,2012,Jul,31,Nail Pond - West,7
Meadowhawk,1,2012,Jul,31,Nail Pond - West,7
Saffron-winged Meadowhawk,1,2012,Jul,31,Nail Pond - West,7
White-faced Meadowhawk,1,2012,Jul,31,Nail Pond - West,7
Lance-tipped Darner,1,2012,Jul,31,Nail Pond - West,7
Dot-tailed Whiteface,2,2012,Jul,31,Nail Pond - West,7
Band-winged Meadowhawk,1,2012,Jul,31,Nail Pond - West,7
Dot-tailed Whiteface,6,2012,Jul,31,Nail Pond - West,7
Dot-tailed Whiteface,3,2012,Jul,31,Nail Pond - West,7
Damselfly,2,2012,Jul,31,Nail Pond - West,7
Dot-tailed Whiteface,1,2012,Jul,31,Nail Pond - West,7
Saffron-winged Meadowhawk,1,2012,Jul,31,Nail Pond - West,7
Dot-tailed Whiteface,3,2012,Jul,31,Nail Pond - West,7
